X,Y,track_fid,track_seg_id,track_seg_point_id,ele,time,magvar,geoidheight,name,cmt,desc,src,link1_href,link1_text,link1_type,link2_href,link2_text,link2_type,sym,type,fix,sat,hdop,vdop,pdop,ageofdgpsdata,dgpsid
-73.986967,40.693795,0,0,166,14.6137248449401,2019/10/10 17:49:11+00,,,,,,,,,,,,,,,,,,,,,
-73.98692,40.693793,0,0,167,14.4814296640683,2019/10/10 17:49:13+00,,,,,,,,,,,,,,,,,,,,,
-73.986861,40.693792,0,0,168,14.3269607314246,2019/10/10 17:49:15+00,,,,,,,,,,,,,,,,,,,,,
-73.986839,40.693781,0,0,169,14.1619760434715,2019/10/10 17:49:17+00,,,,,,,,,,,,,,,,,,,,,
-73.986806,40.693764,0,0,170,14.0971925753761,2019/10/10 17:49:19+00,,,,,,,,,,,,,,,,,,,,,
-73.986779,40.693756,0,0,171,14.0325696354095,2019/10/10 17:49:21+00,,,,,,,,,,,,,,,,,,,,,
-73.98674,40.693733,0,0,172,13.9776227926065,2019/10/10 17:49:23+00,,,,,,,,,,,,,,,,,,,,,
-73.986709,40.693719,0,0,173,13.934820918787,2019/10/10 17:49:24+00,,,,,,,,,,,,,,,,,,,,,
-73.986677,40.693712,0,0,174,13.873978307699,2019/10/10 17:49:25+00,,,,,,,,,,,,,,,,,,,,,
-73.9866,40.693712,0,0,175,13.7887701681112,2019/10/10 17:49:26+00,,,,,,,,,,,,,,,,,,,,,
-73.986528,40.693703,0,0,176,13.6070653407857,2019/10/10 17:49:27+00,,,,,,,,,,,,,,,,,,,,,
-73.986458,40.6937,0,0,177,13.454296888998,2019/10/10 17:49:28+00,,,,,,,,,,,,,,,,,,,,,
-73.986427,40.693695,0,0,178,13.2907664122274,2019/10/10 17:49:29+00,,,,,,,,,,,,,,,,,,,,,
-73.986385,40.693688,0,0,179,13.2080834084957,2019/10/10 17:49:30+00,,,,,,,,,,,,,,,,,,,,,
-73.986348,40.693686,0,0,180,13.114095999541,2019/10/10 17:49:31+00,,,,,,,,,,,,,,,,,,,,,
-73.986322,40.693683,0,0,181,13.1046972586455,2019/10/10 17:49:32+00,,,,,,,,,,,,,,,,,,,,,
-73.986294,40.693678,0,0,182,13.103757384556,2019/10/10 17:49:33+00,,,,,,,,,,,,,,,,,,,,,
-73.98627,40.693671,0,0,183,13.103663397147,2019/10/10 17:49:34+00,,,,,,,,,,,,,,,,,,,,,
